,country,zip,place name,state,state code,county/province,county/province code,community,community code,estimated latitude,estimated longitude,accuracy
7454,,,,,,,,,,,,
7455,,,,,,,,,,,,
7456,US,07456,Ringwood,New Jersey,NJ,Passaic,31.0,,,41.0928,-74.2659,4.0
7457,US,07457,Riverdale,New Jersey,NJ,Morris,27.0,,,40.9931,-74.3088,4.0
7458,US,07458,Saddle River,New Jersey,NJ,Bergen,3.0,,,41.0443,-74.0981,4.0
7459,,,,,,,,,,,,
7460,US,07460,Stockholm,New Jersey,NJ,Sussex,37.0,,,41.0992,-74.5283,4.0
7461,US,07461,Sussex,New Jersey,NJ,Sussex,37.0,,,41.2292,-74.5992,4.0
7462,US,07462,Vernon,New Jersey,NJ,Sussex,37.0,,,41.185,-74.5332,4.0
7463,US,07463,Waldwick,New Jersey,NJ,Bergen,3.0,,,41.013,-74.1243,4.0
7464,,,,,,,,,,,,
7465,US,07465,Wanaque,New Jersey,NJ,Passaic,31.0,,,41.0544,-74.279,4.0
7466,,,,,,,,,,,,
7467,,,,,,,,,,,,
7468,,,,,,,,,,,,
7469,,,,,,,,,,,,
7470,US,07470,Wayne,New Jersey,NJ,Passaic,31.0,,,40.9471,-74.2466,4.0
7471,,,,,,,,,,,,
7472,,,,,,,,,,,,
7473,,,,,,,,,,,,
7474,US,07474,Wayne,New Jersey,NJ,Passaic,31.0,,,40.9481,-74.245,4.0
7475,,,,,,,,,,,,
7476,,,,,,,,,,,,
7477,,,,,,,,,,,,
7478,,,,,,,,,,,,
7479,,,,,,,,,,,,
7480,US,07480,West Milford,New Jersey,NJ,Passaic,31.0,,,41.0915,-74.375,4.0
7481,US,07481,Wyckoff,New Jersey,NJ,Bergen,3.0,,,40.9978,-74.166,4.0
7482,,,,,,,,,,,,
7483,,,,,,,,,,,,
7484,,,,,,,,,,,,
7485,,,,,,,,,,,,
7486,,,,,,,,,,,,
7487,,,,,,,,,,,,
7488,,,,,,,,,,,,
7489,,,,,,,,,,,,
7490,,,,,,,,,,,,
7491,,,,,,,,,,,,
7492,,,,,,,,,,,,
7493,,,,,,,,,,,,
7494,,,,,,,,,,,,
7495,US,07495,Mahwah,New Jersey,NJ,Bergen,3.0,,,41.1039,-74.1644,4.0
7496,,,,,,,,,,,,
7497,,,,,,,,,,,,
7498,,,,,,,,,,,,
7499,,,,,,,,,,,,
7500,,,,,,,,,,,,
7501,US,07501,Paterson,New Jersey,NJ,Passaic,31.0,,,40.9143,-74.1671,4.0
7502,US,07502,Paterson,New Jersey,NJ,Passaic,31.0,,,40.9199,-74.1932,4.0
7503,US,07503,Paterson,New Jersey,NJ,Passaic,31.0,,,40.897,-74.1573,4.0
7504,US,07504,Paterson,New Jersey,NJ,Passaic,31.0,,,40.9122,-74.1452,4.0
7505,US,07505,Paterson,New Jersey,NJ,Passaic,31.0,,,40.9166,-74.174,4.0
7506,US,07506,Hawthorne,New Jersey,NJ,Passaic,31.0,,,40.9564,-74.1569,4.0
7507,US,07507,Hawthorne,New Jersey,NJ,Passaic,31.0,,,40.9493,-74.1538,4.0
7508,US,07508,Haledon,New Jersey,NJ,Passaic,31.0,,,40.9457,-74.1826,4.0
7509,US,07509,Paterson,New Jersey,NJ,Passaic,31.0,,,40.9168,-74.1718,4.0
7510,US,07510,Paterson,New Jersey,NJ,Passaic,31.0,,,40.9168,-74.1718,4.0
7511,US,07511,Totowa,New Jersey,NJ,Passaic,31.0,,,41.0114,-74.3048,4.0
7512,US,07512,Totowa,New Jersey,NJ,Passaic,31.0,,,40.9048,-74.2168,4.0
7513,US,07513,Paterson,New Jersey,NJ,Passaic,31.0,,,40.907,-74.1529,4.0
7514,US,07514,Paterson,New Jersey,NJ,Passaic,31.0,,,40.9248,-74.1467,4.0
7515,,,,,,,,,,,,
7516,,,,,,,,,,,,
7517,,,,,,,,,,,,
7518,,,,,,,,,,,,
7519,,,,,,,,,,,,
7520,,,,,,,,,,,,
7521,,,,,,,,,,,,
7522,US,07522,Paterson,New Jersey,NJ,Passaic,31.0,,,40.9252,-74.1781,4.0
7523,,,,,,,,,,,,
7524,US,07524,Paterson,New Jersey,NJ,Passaic,31.0,,,40.9309,-74.1555,4.0
7525,,,,,,,,,,,,
7526,,,,,,,,,,,,
7527,,,,,,,,,,,,
7528,,,,,,,,,,,,
7529,,,,,,,,,,,,
7530,,,,,,,,,,,,
7531,,,,,,,,,,,,
7532,,,,,,,,,,,,
7533,US,07533,Paterson,New Jersey,NJ,Passaic,31.0,,,41.0114,-74.3048,4.0
7534,,,,,,,,,,,,
7535,,,,,,,,,,,,
7536,,,,,,,,,,,,
7537,,,,,,,,,,,,
7538,US,07538,Haledon,New Jersey,NJ,Passaic,31.0,,,40.9357,-74.1863,4.0
7539,,,,,,,,,,,,
7540,,,,,,,,,,,,
7541,,,,,,,,,,,,
7542,,,,,,,,,,,,
7543,US,07543,Paterson,New Jersey,NJ,Passaic,31.0,,,41.0114,-74.3048,4.0
7544,US,07544,Paterson,New Jersey,NJ,Passaic,31.0,,,41.0114,-74.3048,4.0
7545,,,,,,,,,,,,
7546,,,,,,,,,,,,
7547,,,,,,,,,,,,
7548,,,,,,,,,,,,
7549,,,,,,,,,,,,
7550,,,,,,,,,,,,
7551,,,,,,,,,,,,
7552,,,,,,,,,,,,
7553,,,,,,,,,,,,
7554,,,,,,,,,,,,
7555,,,,,,,,,,,,
7556,,,,,,,,,,,,
7557,,,,,,,,,,,,
7558,,,,,,,,,,,,
7559,,,,,,,,,,,,
7560,,,,,,,,,,,,
7561,,,,,,,,,,,,
7562,,,,,,,,,,,,
7563,,,,,,,,,,,,
7564,,,,,,,,,,,,
7565,,,,,,,,,,,,
7566,,,,,,,,,,,,
7567,,,,,,,,,,,,
7568,,,,,,,,,,,,
7569,,,,,,,,,,,,
7570,,,,,,,,,,,,
7571,,,,,,,,,,,,
7572,,,,,,,,,,,,
7573,,,,,,,,,,,,
7574,,,,,,,,,,,,
7575,,,,,,,,,,,,
7576,,,,,,,,,,,,
7577,,,,,,,,,,,,
7578,,,,,,,,,,,,
7579,,,,,,,,,,,,
7580,,,,,,,,,,,,
7581,,,,,,,,,,,,
7582,,,,,,,,,,,,
7583,,,,,,,,,,,,
7584,,,,,,,,,,,,
7585,,,,,,,,,,,,
7586,,,,,,,,,,,,
7587,,,,,,,,,,,,
7588,,,,,,,,,,,,
7589,,,,,,,,,,,,
7590,,,,,,,,,,,,
7591,,,,,,,,,,,,
7592,,,,,,,,,,,,
7593,,,,,,,,,,,,
7594,,,,,,,,,,,,
7595,,,,,,,,,,,,
7596,,,,,,,,,,,,
7597,,,,,,,,,,,,
7598,,,,,,,,,,,,
7599,,,,,,,,,,,,
7600,,,,,,,,,,,,
7601,US,07601,Hackensack,New Jersey,NJ,Bergen,3.0,,,40.8882,-74.0503,4.0
7602,US,07602,Hackensack,New Jersey,NJ,Bergen,3.0,,,40.8859,-74.0435,4.0
7603,US,07603,Bogota,New Jersey,NJ,Bergen,3.0,,,40.8744,-74.0281,4.0
7604,US,07604,Hasbrouck Heights,New Jersey,NJ,Bergen,3.0,,,40.8623,-74.0756,4.0
7605,US,07605,Leonia,New Jersey,NJ,Bergen,3.0,,,40.8629,-73.9879,4.0
7606,US,07606,South Hackensack,New Jersey,NJ,Bergen,3.0,,,40.8634,-74.0456,4.0
7607,US,07607,Maywood,New Jersey,NJ,Bergen,3.0,,,40.9024,-74.0629,4.0
7608,US,07608,Teterboro,New Jersey,NJ,Bergen,3.0,,,40.864,-74.0556,4.0
7609,,,,,,,,,,,,
7610,,,,,,,,,,,,
7611,,,,,,,,,,,,
7612,,,,,,,,,,,,
7613,,,,,,,,,,,,
7614,,,,,,,,,,,,
7615,,,,,,,,,,,,
7616,,,,,,,,,,,,
7617,,,,,,,,,,,,
7618,,,,,,,,,,,,
7619,,,,,,,,,,,,
7620,US,07620,Alpine,New Jersey,NJ,Bergen,3.0,,,40.9511,-73.9308,4.0
7621,US,07621,Bergenfield,New Jersey,NJ,Bergen,3.0,,,40.9238,-73.9989,4.0
7622,,,,,,,,,,,,
7623,,,,,,,,,,,,
7624,US,07624,Closter,New Jersey,NJ,Bergen,3.0,,,40.9721,-73.959,4.0
7625,,,,,,,,,,,,
7626,US,07626,Cresskill,New Jersey,NJ,Bergen,3.0,,,40.9418,-73.9652,4.0
7627,US,07627,Demarest,New Jersey,NJ,Bergen,3.0,,,40.9548,-73.9602,4.0
7628,US,07628,Dumont,New Jersey,NJ,Bergen,3.0,,,40.9447,-73.9921,4.0
7629,,,,,,,,,,,,
7630,US,07630,Emerson,New Jersey,NJ,Bergen,3.0,,,40.9755,-74.0285,4.0
7631,US,07631,Englewood,New Jersey,NJ,Bergen,3.0,,,40.8943,-73.9772,4.0
7632,US,07632,Englewood Cliffs,New Jersey,NJ,Bergen,3.0,,,40.882,-73.9544,4.0
7633,,,,,,,,,,,,
7634,,,,,,,,,,,,
7635,,,,,,,,,,,,
7636,,,,,,,,,,,,
7637,,,,,,,,,,,,
7638,,,,,,,,,,,,
7639,,,,,,,,,,,,
7640,US,07640,Harrington Park,New Jersey,NJ,Bergen,3.0,,,40.9918,-73.98,4.0
7641,US,07641,Haworth,New Jersey,NJ,Bergen,3.0,,,40.9608,-73.9874,4.0
7642,US,07642,Hillsdale,New Jersey,NJ,Bergen,3.0,,,41.0069,-74.0426,4.0
7643,US,07643,Little Ferry,New Jersey,NJ,Bergen,3.0,,,40.8493,-74.0405,4.0
7644,US,07644,Lodi,New Jersey,NJ,Bergen,3.0,,,40.8764,-74.0838,4.0
7645,US,07645,Montvale,New Jersey,NJ,Bergen,3.0,,,41.0495,-74.0384,4.0
7646,US,07646,New Milford,New Jersey,NJ,Bergen,3.0,,,40.9331,-74.0195,4.0
7647,US,07647,Northvale,New Jersey,NJ,Bergen,3.0,,,41.0086,-73.9389,4.0
7648,US,07648,Norwood,New Jersey,NJ,Bergen,3.0,,,40.9952,-73.9582,4.0
7649,US,07649,Oradell,New Jersey,NJ,Bergen,3.0,,,40.9535,-74.0335,4.0
7650,US,07650,Palisades Park,New Jersey,NJ,Bergen,3.0,,,40.8462,-73.9954,4.0
7651,,,,,,,,,,,,
7652,US,07652,Paramus,New Jersey,NJ,Bergen,3.0,,,40.9477,-74.0672,4.0
7653,US,07653,Paramus,New Jersey,NJ,Bergen,3.0,,,40.9481,-74.0832,4.0
7654,,,,,,,,,,,,
7655,,,,,,,,,,,,
7656,US,07656,Park Ridge,New Jersey,NJ,Bergen,3.0,,,41.0343,-74.0396,4.0
7657,US,07657,Ridgefield,New Jersey,NJ,Bergen,3.0,,,40.8326,-74.0015,4.0
7658,,,,,,,,,,,,
7659,,,,,,,,,,,,
7660,US,07660,Ridgefield Park,New Jersey,NJ,Bergen,3.0,,,40.8562,-74.023,4.0
7661,US,07661,River Edge,New Jersey,NJ,Bergen,3.0,,,40.9265,-74.0392,4.0
7662,US,07662,Rochelle Park,New Jersey,NJ,Bergen,3.0,,,40.9057,-74.079,4.0
7663,US,07663,Saddle Brook,New Jersey,NJ,Bergen,3.0,,,40.9031,-74.0955,4.0
7664,,,,,,,,,,,,
7665,,,,,,,,,,,,
7666,US,07666,Teaneck,New Jersey,NJ,Bergen,3.0,,,40.8915,-74.0119,4.0
7667,,,,,,,,,,,,
7668,,,,,,,,,,,,
7669,,,,,,,,,,,,
7670,US,07670,Tenafly,New Jersey,NJ,Bergen,3.0,,,40.9216,-73.9659,4.0
7671,,,,,,,,,,,,
7672,,,,,,,,,,,,
7673,,,,,,,,,,,,
7674,,,,,,,,,,,,
7675,US,07675,Westwood,New Jersey,NJ,Bergen,3.0,,,41.0092,-74.0041,4.0
7676,US,07676,Township Of Washington,New Jersey,NJ,Bergen,3.0,,,40.9883,-74.0635,4.0
7677,US,07677,Woodcliff Lake,New Jersey,NJ,Bergen,3.0,,,41.0234,-74.0603,4.0
7678,,,,,,,,,,,,
7679,,,,,,,,,,,,
7680,,,,,,,,,,,,
7681,,,,,,,,,,,,
7682,,,,,,,,,,,,
7683,,,,,,,,,,,,
7684,,,,,,,,,,,,
7685,,,,,,,,,,,,
7686,,,,,,,,,,,,
7687,,,,,,,,,,,,
7688,,,,,,,,,,,,
7689,,,,,,,,,,,,
7690,,,,,,,,,,,,
7691,,,,,,,,,,,,
7692,,,,,,,,,,,,
7693,,,,,,,,,,,,
7694,,,,,,,,,,,,
7695,,,,,,,,,,,,
7696,,,,,,,,,,,,
7697,,,,,,,,,,,,
7698,,,,,,,,,,,,
7699,US,07699,Teterboro,New Jersey,NJ,Bergen,3.0,,,40.8463,-74.0611,4.0
7700,,,,,,,,,,,,
7701,US,07701,Red Bank,New Jersey,NJ,Monmouth,25.0,,,40.3584,-74.0681,4.0
7702,US,07702,Shrewsbury,New Jersey,NJ,Monmouth,25.0,,,40.3282,-74.0589,4.0
7703,US,07703,Fort Monmouth,New Jersey,NJ,Monmouth,25.0,,,40.3177,-74.039,1.0
7704,US,07704,Fair Haven,New Jersey,NJ,Monmouth,25.0,,,40.3599,-74.0389,4.0
7705,,,,,,,,,,,,
7706,,,,,,,,,,,,
7707,,,,,,,,,,,,
7708,,,,,,,,,,,,
7709,,,,,,,,,,,,
7710,US,07710,Adelphia,New Jersey,NJ,Monmouth,25.0,,,40.2182,-74.2563,4.0
7711,US,07711,Allenhurst,New Jersey,NJ,Monmouth,25.0,,,40.2367,-74.0067,4.0
7712,US,07712,Asbury Park,New Jersey,NJ,Monmouth,25.0,,,40.2507,-74.0486,4.0
7713,,,,,,,,,,,,
7714,,,,,,,,,,,,
7715,US,07715,Belmar,New Jersey,NJ,Monmouth,25.0,,,40.1784,-74.0218,4.0
7716,US,07716,Atlantic Highlands,New Jersey,NJ,Monmouth,25.0,,,40.4015,-74.0309,4.0
7717,US,07717,Avon By The Sea,New Jersey,NJ,Monmouth,25.0,,,40.1918,-74.0167,4.0
7718,US,07718,Belford,New Jersey,NJ,Monmouth,25.0,,,40.4173,-74.0889,4.0
7719,US,07719,Belmar,New Jersey,NJ,Monmouth,25.0,,,40.1688,-74.072,4.0
7720,US,07720,Bradley Beach,New Jersey,NJ,Monmouth,25.0,,,40.2023,-74.0132,4.0
7721,US,07721,Cliffwood,New Jersey,NJ,Monmouth,25.0,,,40.4353,-74.2358,4.0
7722,US,07722,Colts Neck,New Jersey,NJ,Monmouth,25.0,,,40.3012,-74.178,4.0
7723,US,07723,Deal,New Jersey,NJ,Monmouth,25.0,,,40.2506,-74.002,4.0
7724,US,07724,Eatontown,New Jersey,NJ,Monmouth,25.0,,,40.3028,-74.0698,4.0
7725,,,,,,,,,,,,
7726,US,07726,Englishtown,New Jersey,NJ,Monmouth,25.0,,,40.2825,-74.3424,4.0
7727,US,07727,Farmingdale,New Jersey,NJ,Monmouth,25.0,,,40.2043,-74.1779,4.0
7728,US,07728,Freehold,New Jersey,NJ,Monmouth,25.0,,,40.2458,-74.2768,4.0
7729,,,,,,,,,,,,
7730,US,07730,Hazlet,New Jersey,NJ,Monmouth,25.0,,,40.4226,-74.1799,4.0
7731,US,07731,Howell,New Jersey,NJ,Monmouth,25.0,,,40.1481,-74.2137,4.0
7732,US,07732,Highlands,New Jersey,NJ,Monmouth,25.0,,,40.4037,-73.9915,4.0
7733,US,07733,Holmdel,New Jersey,NJ,Monmouth,25.0,,,40.3859,-74.174,4.0
7734,US,07734,Keansburg,New Jersey,NJ,Monmouth,25.0,,,40.4414,-74.1306,4.0
7735,US,07735,Keyport,New Jersey,NJ,Monmouth,25.0,,,40.4332,-74.1996,4.0
7736,,,,,,,,,,,,
7737,US,07737,Leonardo,New Jersey,NJ,Monmouth,25.0,,,40.4177,-74.0623,4.0
7738,US,07738,Lincroft,New Jersey,NJ,Monmouth,25.0,,,40.3369,-74.1205,4.0
7739,US,07739,Little Silver,New Jersey,NJ,Monmouth,25.0,,,40.3354,-74.0413,4.0
7740,US,07740,Long Branch,New Jersey,NJ,Monmouth,25.0,,,40.2992,-73.9912,4.0
7741,,,,,,,,,,,,
7742,,,,,,,,,,,,
7743,,,,,,,,,,,,
7744,,,,,,,,,,,,
7745,,,,,,,,,,,,
7746,US,07746,Marlboro,New Jersey,NJ,Monmouth,25.0,,,40.3182,-74.2639,4.0
7747,US,07747,Matawan,New Jersey,NJ,Monmouth,25.0,,,40.4109,-74.238,4.0
7748,US,07748,Middletown,New Jersey,NJ,Monmouth,25.0,,,40.3944,-74.1157,4.0
7749,,,,,,,,,,,,
7750,US,07750,Monmouth Beach,New Jersey,NJ,Monmouth,25.0,,,40.333,-73.9809,4.0
7751,US,07751,Morganville,New Jersey,NJ,Monmouth,25.0,,,40.3529,-74.2779,4.0
7752,US,07752,Navesink,New Jersey,NJ,Monmouth,25.0,,,40.4023,-74.0273,4.0
7753,US,07753,Neptune,New Jersey,NJ,Monmouth,25.0,,,40.2096,-74.0714,4.0
7754,US,07754,Neptune,New Jersey,NJ,Monmouth,25.0,,,40.2001,-74.0279,4.0
7755,US,07755,Oakhurst,New Jersey,NJ,Monmouth,25.0,,,40.2648,-74.0184,4.0
7756,US,07756,Ocean Grove,New Jersey,NJ,Monmouth,25.0,,,40.2116,-74.0093,4.0
7757,US,07757,Oceanport,New Jersey,NJ,Monmouth,25.0,,,40.3157,-74.0164,4.0
7758,US,07758,Port Monmouth,New Jersey,NJ,Monmouth,25.0,,,40.4289,-74.1083,4.0
7759,,,,,,,,,,,,
7760,US,07760,Rumson,New Jersey,NJ,Monmouth,25.0,,,40.3707,-74.0084,4.0
7761,,,,,,,,,,,,
7762,US,07762,Spring Lake,New Jersey,NJ,Monmouth,25.0,,,40.1542,-74.0379,4.0
7763,US,07763,Tennent,New Jersey,NJ,Monmouth,25.0,,,40.2796,-74.3343,4.0
7764,US,07764,West Long Branch,New Jersey,NJ,Monmouth,25.0,,,40.2878,-74.0162,4.0
7765,US,07765,Wickatunk,New Jersey,NJ,Monmouth,25.0,,,40.3501,-74.2479,4.0
7766,,,,,,,,,,,,
7767,,,,,,,,,,,,
7768,,,,,,,,,,,,
7769,,,,,,,,,,,,
7770,,,,,,,,,,,,
7771,,,,,,,,,,,,
7772,,,,,,,,,,,,
7773,,,,,,,,,,,,
7774,,,,,,,,,,,,
7775,,,,,,,,,,,,
7776,,,,,,,,,,,,
7777,,,,,,,,,,,,
7778,,,,,,,,,,,,
7779,,,,,,,,,,,,
7780,,,,,,,,,,,,
7781,,,,,,,,,,,,
7782,,,,,,,,,,,,
7783,,,,,,,,,,,,
7784,,,,,,,,,,,,
7785,,,,,,,,,,,,
7786,,,,,,,,,,,,
7787,,,,,,,,,,,,
7788,,,,,,,,,,,,
7789,,,,,,,,,,,,
7790,,,,,,,,,,,,
7791,,,,,,,,,,,,
7792,,,,,,,,,,,,
7793,,,,,,,,,,,,
7794,,,,,,,,,,,,
7795,,,,,,,,,,,,
7796,,,,,,,,,,,,
7797,,,,,,,,,,,,
7798,,,,,,,,,,,,
7799,US,07799,Eatontown,New Jersey,NJ,Monmouth,25.0,,,40.3027,-74.2493,4.0
7800,,,,,,,,,,,,
7801,US,07801,Dover,New Jersey,NJ,Morris,27.0,,,40.9176,-74.5467,4.0
7802,US,07802,Dover,New Jersey,NJ,Morris,27.0,,,40.8673,-74.5783,4.0
7803,US,07803,Mine Hill,New Jersey,NJ,Morris,27.0,,,40.8771,-74.5845,4.0
7804,,,,,,,,,,,,
7805,,,,,,,,,,,,
7806,US,07806,Picatinny Arsenal,New Jersey,NJ,Morris,27.0,,,40.8673,-74.5783,1.0
7807,,,,,,,,,,,,
7808,,,,,,,,,,,,
7809,,,,,,,,,,,,
7810,,,,,,,,,,,,
7811,,,,,,,,,,,,
7812,,,,,,,,,,,,
7813,,,,,,,,,,,,
7814,,,,,,,,,,,,
7815,,,,,,,,,,,,
7816,,,,,,,,,,,,
7817,,,,,,,,,,,,
7818,,,,,,,,,,,,
7819,,,,,,,,,,,,
7820,US,07820,Allamuchy,New Jersey,NJ,Warren,41.0,,,40.9218,-74.8102,4.0
7821,US,07821,Andover,New Jersey,NJ,Sussex,37.0,,,40.9614,-74.7524,4.0
7822,US,07822,Augusta,New Jersey,NJ,Sussex,37.0,,,41.1451,-74.6848,4.0
7823,US,07823,Belvidere,New Jersey,NJ,Warren,41.0,,,40.8308,-75.0503,4.0
7824,,,,,,,,,,,,
7825,US,07825,Blairstown,New Jersey,NJ,Warren,41.0,,,40.9674,-74.9651,4.0
7826,US,07826,Branchville,New Jersey,NJ,Sussex,37.0,,,41.1705,-74.75,4.0
7827,US,07827,Montague,New Jersey,NJ,Sussex,37.0,,,41.3023,-74.754,4.0
7828,US,07828,Budd Lake,New Jersey,NJ,Morris,27.0,,,40.8731,-74.7426,4.0
7829,US,07829,Buttzville,New Jersey,NJ,Warren,41.0,,,40.8434,-74.9859,4.0
7830,US,07830,Califon,New Jersey,NJ,Hunterdon,19.0,,,40.7162,-74.8152,4.0
7831,US,07831,Changewater,New Jersey,NJ,Warren,41.0,,,40.7394,-74.9448,4.0
7832,US,07832,Columbia,New Jersey,NJ,Warren,41.0,,,40.9388,-75.055,4.0
7833,US,07833,Delaware,New Jersey,NJ,Warren,41.0,,,40.8929,-75.0646,4.0
7834,US,07834,Denville,New Jersey,NJ,Morris,27.0,,,40.8897,-74.4844,4.0
7835,,,,,,,,,,,,
7836,US,07836,Flanders,New Jersey,NJ,Morris,27.0,,,40.8453,-74.7019,4.0
7837,US,07837,Glasser,New Jersey,NJ,Sussex,37.0,,,41.1283,-74.679,1.0
7838,US,07838,Great Meadows,New Jersey,NJ,Warren,41.0,,,40.852,-74.9418,4.0
7839,US,07839,Greendell,New Jersey,NJ,Sussex,37.0,,,40.974,-74.821,4.0
7840,US,07840,Hackettstown,New Jersey,NJ,Warren,41.0,,,40.8529,-74.8343,4.0
7841,,,,,,,,,,,,
7842,US,07842,Hibernia,New Jersey,NJ,Morris,27.0,,,40.944,-74.4927,4.0
7843,US,07843,Hopatcong,New Jersey,NJ,Sussex,37.0,,,40.939,-74.6616,4.0
7844,US,07844,Hope,New Jersey,NJ,Warren,41.0,,,40.9197,-74.9846,4.0
7845,US,07845,Ironia,New Jersey,NJ,Morris,27.0,,,40.8229,-74.6257,4.0
7846,US,07846,Johnsonburg,New Jersey,NJ,Warren,41.0,,,40.9645,-74.8785,4.0
7847,US,07847,Kenvil,New Jersey,NJ,Morris,27.0,,,40.8819,-74.621,4.0
7848,US,07848,Lafayette,New Jersey,NJ,Sussex,37.0,,,41.0761,-74.6912,4.0
7849,US,07849,Lake Hopatcong,New Jersey,NJ,Morris,27.0,,,40.9506,-74.6129,4.0
7850,US,07850,Landing,New Jersey,NJ,Morris,27.0,,,40.9087,-74.6554,4.0
7851,US,07851,Layton,New Jersey,NJ,Sussex,37.0,,,41.2299,-74.8466,4.0
7852,US,07852,Ledgewood,New Jersey,NJ,Morris,27.0,,,40.878,-74.6554,4.0
7853,US,07853,Long Valley,New Jersey,NJ,Morris,27.0,,,40.7878,-74.787,4.0
7854,,,,,,,,,,,,
7855,US,07855,Middleville,New Jersey,NJ,Sussex,37.0,,,41.0559,-74.8629,4.0
7856,US,07856,Mount Arlington,New Jersey,NJ,Morris,27.0,,,40.9283,-74.6363,4.0
7857,US,07857,Netcong,New Jersey,NJ,Morris,27.0,,,40.8985,-74.6985,4.0
7858,,,,,,,,,,,,
7859,,,,,,,,,,,,
7860,US,07860,Newton,New Jersey,NJ,Sussex,37.0,,,41.0695,-74.8069,4.0
7861,,,,,,,,,,,,
7862,,,,,,,,,,,,
7863,US,07863,Oxford,New Jersey,NJ,Warren,41.0,,,40.8105,-75.0019,4.0
7864,,,,,,,,,,,,
7865,US,07865,Port Murray,New Jersey,NJ,Warren,41.0,,,40.7906,-74.9167,4.0
7866,US,07866,Rockaway,New Jersey,NJ,Morris,27.0,,,40.9229,-74.5094,4.0
7867,,,,,,,,,,,,
7868,,,,,,,,,,,,
7869,US,07869,Randolph,New Jersey,NJ,Morris,27.0,,,40.8456,-74.5725,4.0
7870,US,07870,Schooleys Mountain,New Jersey,NJ,Morris,27.0,,,40.7993,-74.8138,4.0
7871,US,07871,Sparta,New Jersey,NJ,Sussex,37.0,,,41.0277,-74.6407,4.0
7872,,,,,,,,,,,,
7873,,,,,,,,,,,,
7874,US,07874,Stanhope,New Jersey,NJ,Sussex,37.0,,,40.9217,-74.7004,4.0
7875,US,07875,Stillwater,New Jersey,NJ,Sussex,37.0,,,41.0439,-74.872,4.0
7876,US,07876,Succasunna,New Jersey,NJ,Morris,27.0,,,40.8539,-74.6536,4.0
7877,US,07877,Swartswood,New Jersey,NJ,Sussex,37.0,,,41.1029,-74.8508,4.0
7878,US,07878,Mount Tabor,New Jersey,NJ,Morris,27.0,,,40.8711,-74.4777,1.0
7879,US,07879,Tranquility,New Jersey,NJ,Sussex,37.0,,,40.9559,-74.7881,4.0
7880,US,07880,Vienna,New Jersey,NJ,Warren,41.0,,,40.8648,-74.897,4.0
7881,US,07881,Wallpack Center,New Jersey,NJ,Sussex,37.0,,,41.1256,-74.9177,4.0
7882,US,07882,Washington,New Jersey,NJ,Warren,41.0,,,40.7582,-74.9914,4.0
7883,,,,,,,,,,,,
7884,,,,,,,,,,,,
7885,US,07885,Wharton,New Jersey,NJ,Morris,27.0,,,40.9139,-74.5863,4.0
7886,,,,,,,,,,,,
7887,,,,,,,,,,,,
7888,,,,,,,,,,,,
7889,,,,,,,,,,,,
7890,US,07890,Branchville,New Jersey,NJ,Sussex,37.0,,,41.1465,-74.7524,4.0
7891,,,,,,,,,,,,
7892,,,,,,,,,,,,
7893,,,,,,,,,,,,
7894,,,,,,,,,,,,
7895,,,,,,,,,,,,
7896,,,,,,,,,,,,
7897,,,,,,,,,,,,
7898,,,,,,,,,,,,
7899,,,,,,,,,,,,
7900,,,,,,,,,,,,
7901,US,07901,Summit,New Jersey,NJ,Union,39.0,,,40.7149,-74.3642,4.0
7902,US,07902,Summit,New Jersey,NJ,Union,39.0,,,40.7156,-74.3647,4.0
7903,,,,,,,,,,,,
7904,,,,,,,,,,,,
7905,,,,,,,,,,,,
7906,,,,,,,,,,,,
7907,,,,,,,,,,,,
7908,,,,,,,,,,,,
7909,,,,,,,,,,,,
7910,,,,,,,,,,,,
7911,,,,,,,,,,,,
7912,,,,,,,,,,,,
7913,,,,,,,,,,,,
7914,,,,,,,,,,,,
7915,,,,,,,,,,,,
7916,,,,,,,,,,,,
7917,,,,,,,,,,,,
7918,,,,,,,,,,,,
7919,,,,,,,,,,,,
7920,US,07920,Basking Ridge,New Jersey,NJ,Somerset,35.0,,,40.6789,-74.5605,4.0
7921,US,07921,Bedminster,New Jersey,NJ,Somerset,35.0,,,40.6571,-74.6432,4.0
7922,US,07922,Berkeley Heights,New Jersey,NJ,Union,39.0,,,40.6752,-74.4346,4.0
7923,,,,,,,,,,,,
7924,US,07924,Bernardsville,New Jersey,NJ,Somerset,35.0,,,40.7225,-74.5778,4.0
7925,,,,,,,,,,,,
7926,US,07926,Brookside,New Jersey,NJ,Morris,27.0,,,40.8004,-74.5718,4.0
7927,US,07927,Cedar Knolls,New Jersey,NJ,Morris,27.0,,,40.8223,-74.4569,4.0
7928,US,07928,Chatham,New Jersey,NJ,Morris,27.0,,,40.7305,-74.4017,4.0
7929,,,,,,,,,,,,
7930,US,07930,Chester,New Jersey,NJ,Morris,27.0,,,40.7892,-74.6776,4.0
7931,US,07931,Far Hills,New Jersey,NJ,Somerset,35.0,,,40.6996,-74.6536,4.0
7932,US,07932,Florham Park,New Jersey,NJ,Morris,27.0,,,40.7757,-74.3928,4.0
7933,US,07933,Gillette,New Jersey,NJ,Morris,27.0,,,40.6877,-74.4681,4.0
7934,US,07934,Gladstone,New Jersey,NJ,Somerset,35.0,,,40.7219,-74.6707,4.0
